"codigo_funcionario","email_funcionario","codigo_empresa","valor_beneficio"
"6212","","6","642"
"6213","","6","801"
"6214","","5","619"
"6215","","2","518"
"6216","","5","810"
"6217","","1","946"
"6218","","8","673"
"6219","","8","915"
"6220","","7","634"
"6221","","2","530"
"6222","","7","761"
"6223","","6","903"
"6224","","5","711"
"6225","","5","533"
"6226","","6","947"
"6227","","7","1045"
"6228","","3","1012"
"6229","","8","1007"
"6230","","7","944"
"6231","","2","509"
"6232","","6","565"
"6233","","1","775"
"6234","","2","928"
"6235","","3","530"
"6236","","7","813"
"6237","","2","508"
"6238","","4","749"
"6239","","2","909"
"6240","","1","611"
"6241","","3","629"
"6242","","3","913"
"6243","","7","608"
"6244","","3","915"
"6245","","1","710"
"6246","","2","969"
"6247","","8","710"
"6248","","8","583"
"6249","","3","504"
"6250","","7","1013"
"6251","","8","839"
"6252","","5","521"
"6253","","8","675"
"6254","","6","898"
"6255","","6","514"
"6256","","8","637"
"6257","","1","572"
"6258","","6","1008"
"6259","","8","662"
"6260","","8","663"
"6261","","7","703"
"6262","","7","972"
"6263","","8","905"
"6264","","1","552"
"6265","","7","515"
"6266","","2","696"
"6267","","3","747"
"6268","","1","507"
"6269","","3","505"
"6270","","8","922"
"6271","","3","920"
"6272","","7","939"
"6273","","6","1041"
"6274","","3","580"
"6275","","7","593"
"6276","","7","1039"
"6277","","2","921"
"6278","","3","502"
"6279","","4","535"
"6280","","4","669"
"6281","","5","641"
"6282","","7","903"
"6283","","6","873"
"6284","","6","661"
"6285","","4","741"
"6286","","2","835"
"6287","","1","917"
"6288","","1","578"
"6289","","4","1037"
"6290","","5","522"
"6291","","4","982"
"6292","","1","636"
"6293","","7","781"
"6294","","6","798"
"6295","","6","985"
"6296","","7","1037"
"6297","","4","520"
"6298","","5","612"
"6299","","1","552"
"6300","","8","670"
"6301","","5","737"
"6302","","4","653"
"6303","","4","648"
"6304","","5","533"
"6305","","8","879"
"6306","","2","820"
"6307","","8","928"
"6308","","8","789"
"6309","","7","500"
"6310","","1","988"
"6311","","3","754"
"6312","","8","576"
"6313","","5","716"
"6314","","1","684"
"6315","","4","1023"
"6316","","7","590"
"6317","","4","584"
"6318","","8","592"
"6319","","4","539"
"6320","","6","902"
"6321","","4","594"
"6322","","5","580"
"6323","","2","844"
"6324","","4","723"
"6325","","4","996"
"6326","","4","815"
"6327","","5","989"
"6328","","7","911"
"6329","","2","775"
"6330","","1","949"
"6331","","6","612"
"6332","","6","607"
"6333","","7","842"
"6334","","6","546"
"6335","","6","805"
"6336","","7","789"
"6337","","4","649"
"6338","","4","602"
"6339","","8","587"
"6340","","8","522"
"6341","","7","748"
"6342","","5","575"
"6343","","5","848"
"6344","","1","937"
"6345","","5","784"
"6346","","3","883"
"6347","","3","786"
"6348","","7","959"
"6349","","6","673"
"6350","","3","747"
"6351","","7","776"
"6352","","6","894"
"6353","","8","647"
"6354","","1","862"
"6355","","3","724"
"6356","","6","591"
"6357","","6","805"
"6358","","1","756"
"6359","","1","1045"
"6360","","4","883"
"6361","","4","808"
"6362","","7","641"
"6363","","8","999"
"6364","","4","742"
"6365","","3","779"
"6366","","1","601"
"6367","","5","871"
"6368","","5","898"
"6369","","3","1005"
"6370","","3","897"
"6371","","4","917"
"6372","","3","993"
"6373","","1","919"
"6374","","1","673"
"6375","","5","954"
"6376","","3","714"
"6377","","7","689"
"6378","","2","503"
"6379","","5","516"
"6380","","4","1005"
"6381","","6","578"
"6382","","4","657"
"6383","","7","555"
"6384","","3","1009"
"6385","","8","974"
"6386","","4","699"
"6387","","6","963"
"6388","","8","710"
"6389","","4","1047"
"6390","","6","699"
"6391","","1","700"
"6392","","2","782"
"6393","","4","970"
"6394","","6","670"
"6395","","5","1049"
"6396","","7","627"
"6397","","7","557"
"6398","","6","550"
"6399","","2","666"
"6400","","6","896"
"6401","","4","593"
"6402","","8","967"
"6403","","6","940"
"6404","","4","797"
"6405","","2","994"
"6406","","1","756"
"6407","","8","943"
"6408","","1","755"
"6409","","4","526"
"6410","","3","514"
"6411","","3","738"
"6412","","7","821"
"6413","","5","568"
"6414","","2","722"
"6415","","7","960"
"6416","","4","928"
"6417","","7","940"
"6418","","1","862"
"6419","","3","743"
"6420","","1","607"
"6421","","6","966"
"6422","","4","845"
"6423","","5","871"
"6424","","5","534"
"6425","","4","685"
"6426","","8","564"
"6427","","4","563"
"6428","","5","567"
"6429","","5","761"
"6430","","6","552"
"6431","","8","586"
"6432","","4","589"
"6433","","1","585"
"6434","","5","535"
"6435","","1","985"
"6436","","8","859"
"6437","","4","550"
"6438","","8","887"
"6439","","6","906"
"6440","","2","815"
"6441","","7","919"
"6442","","7","911"
"6443","","7","1001"
"6444","","5","997"
"6445","","6","932"
"6446","","3","1038"
"6447","","5","854"
"6448","","1","651"
"6449","","1","921"
"6450","","7","595"
"6451","","4","816"
"6452","","7","903"
"6453","","1","699"
"6454","","6","779"
"6455","","2","718"
"6456","","7","655"
"6457","","3","650"
"6458","","6","707"
"6459","","6","1016"
"6460","","6","528"
"6461","","1","810"
"6462","","6","742"
"6463","","1","718"
"6464","","5","735"
"6465","","4","949"
"6466","","8","1001"
"6467","","5","515"
"6468","","4","863"
"6469","","4","892"
"6470","","4","505"
"6471","","2","646"
"6472","","6","581"
"6473","","4","936"
"6474","","7","534"
"6475","","1","941"
"6476","","3","911"
"6477","","2","642"
"6478","","6","889"
"6479","","4","504"
"6480","","5","1013"
"6481","","4","604"
"6482","","6","996"
"6483","","3","714"
"6484","","3","538"
"6485","","4","688"
"6486","","3","781"
"6487","","5","516"
"6488","","2","645"
"6489","","5","746"
"6490","","5","769"
"6491","","7","882"
"6492","","7","648"
"6493","","8","546"
"6494","","2","952"
"6495","","7","668"
"6496","","8","875"
"6497","","2","810"
"6498","","4","611"
"6499","","2","703"
"6500","","4","614"
"6501","","8","798"
"6502","","2","555"
"6503","","6","534"
"6504","","2","502"
"6505","","5","660"
"6506","","4","1011"
"6507","","7","1038"
"6508","","5","976"
"6509","","4","998"
"6510","","7","540"
"6511","","6","754"
"6512","","5","788"
"6513","","6","1039"
"6514","","8","614"
"6515","","5","679"
"6516","","3","1029"
"6517","","5","711"
"6518","","5","751"
"6519","","4","856"
"6520","","5","591"
"6521","","6","594"
"6522","","8","571"
"6523","","4","936"
"6524","","8","780"
"6525","","3","974"
"6526","","2","923"
"6527","","4","797"
"6528","","8","736"
"6529","","1","592"
"6530","","6","526"
"6531","","8","968"
"6532","","2","934"
"6533","","2","814"
"6534","","7","666"
"6535","","3","900"
"6536","","1","750"
"6537","","6","563"
"6538","","1","762"
"6539","","7","896"
"6540","","2","893"
"6541","","3","716"
"6542","","6","910"
"6543","","1","960"
"6544","","8","533"
"6545","","1","1046"
"6546","","8","873"
"6547","","4","850"
"6548","","5","951"
"6549","","5","559"
"6550","","6","630"
"6551","","6","815"
"6552","","7","932"
"6553","","1","738"
"6554","","3","989"
"6555","","2","659"
"6556","","4","720"
"6557","","2","901"
"6558","","8","903"
"6559","","1","760"
"6560","","2","633"
"6561","","8","1017"
"6562","","5","507"
"6563","","2","513"
"6564","","4","925"
"6565","","3","729"
"6566","","2","938"
"6567","","5","645"
"6568","","1","680"
"6569","","5","557"
"6570","","7","555"
"6571","","8","877"
"6572","","7","1048"
"6573","","6","547"
"6574","","6","992"
"6575","","8","960"
"6576","","6","680"
"6577","","6","516"
"6578","","2","911"
"6579","","6","682"
"6580","","7","814"
"6581","","6","520"
"6582","","8","771"
"6583","","2","783"
"6584","","7","677"
"6585","","1","730"
"6586","","2","941"
"6587","","3","629"
"6588","","5","583"
"6589","","1","574"
"6590","","5","894"
"6591","","7","617"
"6592","","3","743"
"6593","","5","785"
"6594","","6","838"
"6595","","8","805"
"6596","","2","918"
"6597","","8","874"
"6598","","7","732"
"6599","","6","583"
"6600","","6","791"
"6601","","6","587"
"6602","","3","560"
"6603","","2","989"
"6604","","5","567"
"6605","","3","562"
"6606","","7","764"
"6607","","8","803"
"6608","","7","982"
"6609","","2","814"
"6610","","7","1026"
"6611","","7","530"
"6612","","8","613"
"6613","","8","885"
"6614","","4","644"
"6615","","8","720"
"6616","","6","734"
"6617","","3","567"
"6618","","7","954"
"6619","","7","918"
"6620","","3","961"
"6621","","1","1010"
"6622","","8","532"
"6623","","6","523"
"6624","","5","774"
"6625","","3","770"
"6626","","7","1007"
"6627","","1","786"
"6628","","2","1003"
"6629","","1","686"
"6630","","1","542"
"6631","","4","530"
"6632","","4","938"
"6633","","3","513"
"6634","","7","615"
"6635","","1","512"
"6636","","2","619"
"6637","","8","891"
"6638","","7","664"
"6639","","6","860"
"6640","","3","923"
"6641","","6","841"
"6642","","7","651"
"6643","","8","620"
"6644","","5","788"
"6645","","3","897"
"6646","","1","982"
"6647","","4","684"
"6648","","4","631"
"6649","","2","729"
"6650","","4","784"
"6651","","4","983"
"6652","","7","553"
"6653","","4","600"
"6654","","6","592"
"6655","","2","630"
"6656","","4","862"
"6657","","5","967"
"6658","","5","514"
"6659","","3","830"
"6660","","5","605"
"6661","","6","659"
"6662","","3","795"
"6663","","7","1032"
"6664","","5","936"
"6665","","8","698"
"6666","","7","656"
"6667","","4","739"
"6668","","5","1028"
"6669","","6","738"
"6670","","8","563"
"6671","","4","855"
"6672","","2","1011"
"6673","","6","584"
"6674","","1","516"
"6675","","6","562"
"6676","","1","540"
"6677","","3","566"
"6678","","4","904"
"6679","","6","995"
"6680","","3","704"
"6681","","2","709"
"6682","","3","1031"
"6683","","2","643"
"6684","","5","513"
"6685","","8","544"
"6686","","7","682"
"6687","","3","878"
"6688","","3","819"
"6689","","4","744"
"6690","","7","772"
"6691","","1","987"
"6692","","1","1015"
"6693","","1","682"
"6694","","4","726"
"6695","","2","896"
"6696","","2","925"
"6697","","2","1021"
"6698","","4","852"
"6699","","6","965"
"6700","","6","752"
"6701","","1","896"
"6702","","3","709"
"6703","","8","908"
"6704","","2","740"
"6705","","2","791"
"6706","","1","808"
"6707","","6","1028"
"6708","","7","770"
"6709","","4","728"
"6710","","6","875"
"6711","","2","1013"
"6712","","8","907"
"6713","","4","943"
"6714","","8","887"
"6715","","7","535"
"6716","","8","540"
"6717","","7","972"
"6718","","6","610"
"6719","","2","865"
"6720","","7","654"
"6721","","7","968"
"6722","","7","759"
"6723","","3","1017"
"6724","","3","857"
"6725","","2","914"
"6726","","5","877"
"6727","","5","793"
"6728","","8","985"
"6729","","7","912"
"6730","","7","618"
"6731","","8","917"
"6732","","4","746"
"6733","","8","944"
"6734","","4","1005"
"6735","","2","995"
"6736","","4","583"
"6737","","4","918"
"6738","","5","779"
"6739","","2","947"
"6740","","5","694"
"6741","","6","868"
"6742","","5","555"
"6743","","7","832"
"6744","","6","630"
"6745","","2","504"
"6746","","1","774"
"6747","","5","841"
"6748","","2","681"
"6749","","7","861"
"6750","","3","1023"
"6751","","1","817"
"6752","","2","756"
"6753","","3","703"
"6754","","4","1018"
"6755","","4","686"
"6756","","2","509"
"6757","","6","714"
"6758","","7","537"
"6759","","3","680"
"6760","","5","987"
"6761","","7","1044"
"6762","","5","730"
"6763","","8","770"
"6764","","3","786"
"6765","","6","880"
"6766","","7","874"
"6767","","7","804"
"6768","","7","547"
"6769","","8","501"
"6770","","5","890"
"6771","","8","945"
"6772","","7","993"
"6773","","4","551"
"6774","","5","552"
"6775","","8","868"
"6776","","8","785"
"6777","","2","872"
"6778","","2","919"
"6779","","5","562"
"6780","","2","966"
"6781","","2","961"
"6782","","8","546"
"6783","","6","534"
"6784","","1","629"
"6785","","6","706"
"6786","","4","506"
"6787","","7","920"
"6788","","4","524"
"6789","","8","617"
"6790","","7","983"
"6791","","7","1009"
"6792","","8","777"
"6793","","4","929"
"6794","","2","788"
"6795","","1","770"
"6796","","5","980"
"6797","","4","526"
"6798","","4","916"
"6799","","7","696"
"6800","","3","740"
"6801","","1","896"
"6802","","3","657"
"6803","","7","712"
"6804","","1","502"
"6805","","4","513"
"6806","","8","702"
"6807","","8","646"
"6808","","2","869"
"6809","","7","788"
"6810","","6","854"
"6811","","4","934"
"6812","","2","594"
"6813","","7","516"
"6814","","3","765"
"6815","","8","975"
"6816","","5","1047"
"6817","","1","694"
"6818","","8","731"
"6819","","4","674"
"6820","","8","900"
"6821","","8","894"
"6822","","6","824"
"6823","","8","799"
"6824","","1","848"
"6825","","8","611"
"6826","","7","927"
"6827","","1","1031"
"6828","","6","1031"
"6829","","2","1027"
"6830","","4","905"
"6831","","6","844"
"6832","","1","621"
"6833","","1","618"
"6834","","7","634"
"6835","","8","1034"
"6836","","4","898"
"6837","","1","521"
"6838","","1","680"
"6839","","7","700"
"6840","","7","746"
"6841","","4","632"
"6842","","3","510"
"6843","","5","728"
"6844","","4","984"
"6845","","8","745"
"6846","","4","982"
"6847","","6","603"
"6848","","1","537"
"6849","","1","661"
"6850","","6","937"
"6851","","7","607"
"6852","","3","537"
"6853","","5","578"
"6854","","8","1013"
"6855","","6","631"
"6856","","6","978"
"6857","","2","950"
"6858","","2","1023"
"6859","","5","938"
"6860","","4","926"
"6861","","1","737"
"6862","","7","818"
"6863","","8","640"
"6864","","6","823"
"6865","","8","773"
"6866","","7","1022"
"6867","","3","757"
"6868","","1","897"
"6869","","3","751"
"6870","","3","830"
"6871","","3","551"
"6872","","8","1042"
"6873","","4","639"
"6874","","6","972"
"6875","","5","859"
"6876","","1","547"
"6877","","8","910"
"6878","","6","966"
"6879","","7","984"
"6880","","1","926"
"6881","","8","530"
"6882","","6","1031"
"6883","","5","783"
"6884","","1","674"
"6885","","1","739"
"6886","","2","645"
"6887","","6","559"
"6888","","1","888"
"6889","","2","908"
"6890","","5","581"
"6891","","4","848"
"6892","","6","822"
"6893","","3","978"
"6894","","2","646"
"6895","","5","721"
"6896","","8","720"
"6897","","1","990"
"6898","","3","528"
"6899","","4","536"
"6900","","3","995"
"6901","","1","962"
"6902","","6","606"
"6903","","8","925"
"6904","","1","620"
"6905","","4","634"
"6906","","8","1048"
"6907","","3","700"
"6908","","1","1024"
"6909","","7","555"
"6910","","2","677"
"6911","","4","987"
"6912","","7","688"
"6913","","4","973"
"6914","","4","941"
"6915","","4","642"
"6916","","3","1019"
"6917","","2","1021"
"6918","","1","741"
"6919","","1","501"
"6920","","6","1034"
"6921","","6","621"
"6922","","2","993"
"6923","","8","692"
"6924","","2","730"
"6925","","6","751"
"6926","","2","1025"
"6927","","1","916"
"6928","","3","721"
"6929","","6","627"
"6930","","5","673"
"6931","","6","926"
"6932","","2","818"
"6933","","7","909"
"6934","","5","570"
"6935","","2","875"
"6936","","7","757"
"6937","","5","599"
"6938","","1","828"
"6939","","4","968"
"6940","","3","567"
"6941","","5","581"
"6942","","5","689"
"6943","","4","995"
"6944","","6","936"
"6945","","3","981"
"6946","","1","622"
"6947","","4","517"
"6948","","2","701"
"6949","","7","543"
"6950","","1","715"
"6951","","6","903"
"6952","","7","731"
"6953","","1","632"
"6954","","4","849"
"6955","","3","691"
"6956","","7","656"
"6957","","8","790"
"6958","","6","953"
"6959","","6","887"
"6960","","4","728"
"6961","","2","849"
"6962","","5","545"
"6963","","7","636"
"6964","","6","1030"
"6965","","1","608"
"6966","","2","966"
"6967","","8","1037"
"6968","","5","942"
"6969","","4","550"
"6970","","2","781"
"6971","","1","779"
"6972","","3","779"
"6973","","1","535"
"6974","","2","877"
"6975","","4","934"
"6976","","4","535"
"6977","","2","776"
"6978","","4","547"
"6979","","3","728"
"6980","","4","1049"
"6981","","2","784"
"6982","","1","593"
"6983","","8","700"
"6984","","8","593"
"6985","","8","882"
"6986","","5","657"
"6987","","8","852"
"6988","","8","971"
"6989","","5","645"
"6990","","7","757"
"6991","","4","1039"
"6992","","3","983"
"6993","","3","1020"
"6994","","3","791"
"6995","","2","748"
"6996","","5","947"
"6997","","8","755"
"6998","","3","785"
"6999","","2","762"
"7000","","1","640"
"7001","","5","886"
"7002","","8","945"
"7003","","6","1002"
"7004","","1","883"
"7005","","3","670"
"7006","","6","588"
"7007","","8","604"
"7008","","3","1010"
"7009","","2","515"
"7010","","8","908"
"7011","","6","700"
"7012","","3","731"
"7013","","1","543"
"7014","","1","806"
"7015","","8","574"
"7016","","1","699"
"7017","","4","996"
"7018","","4","977"
"7019","","2","647"
"7020","","6","917"
"7021","","3","694"
"7022","","1","941"
"7023","","8","562"
"7024","","3","571"
"7025","","1","970"
"7026","","7","586"
"7027","","4","706"
"7028","","6","874"
"7029","","7","662"
"7030","","6","941"
"7031","","3","827"
"7032","","7","509"
"7033","","3","933"
"7034","","2","521"
"7035","","4","912"
"7036","","4","727"
"7037","","1","788"
"7038","","6","720"
"7039","","7","639"
"7040","","2","1039"
"7041","","2","967"
"7042","","5","576"
"7043","","1","880"
"7044","","2","973"
"7045","","4","907"
"7046","","5","747"
"7047","","6","880"
"7048","","4","846"
"7049","","2","508"
"7050","","6","593"
"7051","","2","947"
"7052","","2","917"
"7053","","1","979"
"7054","","6","823"
"7055","","3","781"
"7056","","8","922"
"7057","","8","830"
"7058","","3","821"
"7059","","7","639"
"7060","","6","990"
"7061","","5","1023"
"7062","","3","927"
"7063","","7","505"
"7064","","3","835"
"7065","","2","666"
"7066","","7","688"
"7067","","8","722"
"7068","","3","870"
